Group	Sample	Method	Read1	Read2
Normal	LUAD_NT1	PE	UNCID_2187830.e1adae95-dfa9-4279-8fc1-2f899f432360.120724_UNC11-SN627_0247_AC0Y10ACXX_5_ACAGTG.tar.gz	UNCID_2187830.e1adae95-dfa9-4279-8fc1-2f899f432360.120724_UNC11-SN627_0247_AC0Y10ACXX_5_ACAGTG.tar.gz
Normal	LUAD_NT10	PE	UNCID_2200412.d3b983d1-2665-4cdd-893e-4f120dc43346.111130_UNC10-SN254_0310_BC06BYACXX_6_ATCACG.tar.gz	UNCID_2200412.d3b983d1-2665-4cdd-893e-4f120dc43346.111130_UNC10-SN254_0310_BC06BYACXX_6_ATCACG.tar.gz
Normal	LUAD_NT11	PE	UNCID_2200465.6abcb12e-73c2-491e-b9f3-4f61f8a4e854.111130_UNC10-SN254_0310_BC06BYACXX_1_TTAGGC.tar.gz	UNCID_2200465.6abcb12e-73c2-491e-b9f3-4f61f8a4e854.111130_UNC10-SN254_0310_BC06BYACXX_1_TTAGGC.tar.gz
Normal	LUAD_NT12	PE	UNCID_2197599.6c12591a-55fa-4a7e-8eed-da9d698afb35.111122_UNC13-SN749_0136_AC050YACXX_2_TTAGGC.tar.gz	UNCID_2197599.6c12591a-55fa-4a7e-8eed-da9d698afb35.111122_UNC13-SN749_0136_AC050YACXX_2_TTAGGC.tar.gz
Normal	LUAD_NT13	PE	UNCID_2193189.aad6bc48-5020-41e4-a2d0-f994c08170a9.120417_UNC13-SN749_0166_AC0T47ACXX_8_ACTTGA.tar.gz	UNCID_2193189.aad6bc48-5020-41e4-a2d0-f994c08170a9.120417_UNC13-SN749_0166_AC0T47ACXX_8_ACTTGA.tar.gz
Normal	LUAD_NT14	PE	UNCID_2200319.98056d94-9c31-4cf7-9b0f-5ebe06be01bd.111129_UNC14-SN744_0193_BD09J3ACXX_8_TTAGGC.tar.gz	UNCID_2200319.98056d94-9c31-4cf7-9b0f-5ebe06be01bd.111129_UNC14-SN744_0193_BD09J3ACXX_8_TTAGGC.tar.gz
Normal	LUAD_NT15	PE	UNCID_2197486.cdc81d17-1d85-42e5-a3ec-f458e6ab83f6.120113_UNC14-SN744_0200_AC0F4CACXX_8_ACAGTG.tar.gz	UNCID_2197486.cdc81d17-1d85-42e5-a3ec-f458e6ab83f6.120113_UNC14-SN744_0200_AC0F4CACXX_8_ACAGTG.tar.gz
Normal	LUAD_NT16	PE	UNCID_2200282.183b2543-2665-403a-a8c0-7ae668082f2d.111208_UNC10-SN254_0313_BD087RACXX_5_TTAGGC.tar.gz	UNCID_2200282.183b2543-2665-403a-a8c0-7ae668082f2d.111208_UNC10-SN254_0313_BD087RACXX_5_TTAGGC.tar.gz
Normal	LUAD_NT17	PE	UNCID_2199886.f3bb69da-304f-462d-b020-f479a866381e.111206_UNC15-SN850_0154_BD080PACXX_2_CAGATC.tar.gz	UNCID_2199886.f3bb69da-304f-462d-b020-f479a866381e.111206_UNC15-SN850_0154_BD080PACXX_2_CAGATC.tar.gz
Normal	LUAD_NT18	PE	UNCID_2199338.2b7e9552-e34f-4c68-96af-1c01a605df60.111229_UNC15-SN850_0157_AD0MHHACXX_7_TGACCA.tar.gz	UNCID_2199338.2b7e9552-e34f-4c68-96af-1c01a605df60.111229_UNC15-SN850_0157_AD0MHHACXX_7_TGACCA.tar.gz
Normal	LUAD_NT19	PE	UNCID_2200622.c019f320-2e0e-4f00-a393-2e5717d64cc0.111118_UNC11-SN627_0168_BC059VACXX_4_TTAGGC.tar.gz	UNCID_2200622.c019f320-2e0e-4f00-a393-2e5717d64cc0.111118_UNC11-SN627_0168_BC059VACXX_4_TTAGGC.tar.gz
Normal	LUAD_NT2	PE	UNCID_2188941.e218db14-8225-450d-92b1-865d46ab59bf.120625_UNC14-SN744_0243_AD12W2ACXX_3_ACTTGA.tar.gz	UNCID_2188941.e218db14-8225-450d-92b1-865d46ab59bf.120625_UNC14-SN744_0243_AD12W2ACXX_3_ACTTGA.tar.gz
Normal	LUAD_NT20	PE	UNCID_2193389.f879b84d-a2e7-4189-bcf6-9286b52e19dd.120417_UNC13-SN749_0167_BC0T49ACXX_2_ACTTGA.tar.gz	UNCID_2193389.f879b84d-a2e7-4189-bcf6-9286b52e19dd.120417_UNC13-SN749_0167_BC0T49ACXX_2_ACTTGA.tar.gz
Normal	LUAD_NT21	PE	UNCID_2198748.0ab304f8-0976-4637-8955-199e1782ab16.120104_UNC16-SN851_0120_BD0J72ACXX_3_TAGCTT.tar.gz	UNCID_2198748.0ab304f8-0976-4637-8955-199e1782ab16.120104_UNC16-SN851_0120_BD0J72ACXX_3_TAGCTT.tar.gz
Normal	LUAD_NT22	PE	UNCID_2198729.b3b1d4f3-1511-40a5-bf62-0ddf0893eac5.120104_UNC16-SN851_0120_BD0J72ACXX_4_TGACCA.tar.gz	UNCID_2198729.b3b1d4f3-1511-40a5-bf62-0ddf0893eac5.120104_UNC16-SN851_0120_BD0J72ACXX_4_TGACCA.tar.gz
Normal	LUAD_NT23	PE	UNCID_2199316.97a84c2b-7832-479c-8d01-a9ff610e7bf4.111229_UNC15-SN850_0157_AD0MHHACXX_8_GGCTAC.tar.gz	UNCID_2199316.97a84c2b-7832-479c-8d01-a9ff610e7bf4.111229_UNC15-SN850_0157_AD0MHHACXX_8_GGCTAC.tar.gz
Normal	LUAD_NT24	PE	UNCID_2198722.3d563365-c563-4fba-b67b-8aad1af89eab.120104_UNC16-SN851_0120_BD0J72ACXX_5_GGCTAC.tar.gz	UNCID_2198722.3d563365-c563-4fba-b67b-8aad1af89eab.120104_UNC16-SN851_0120_BD0J72ACXX_5_GGCTAC.tar.gz
Normal	LUAD_NT25	PE	UNCID_2200264.a89e4f9e-0dfe-449d-a215-6c770cc5ea55.111129_UNC14-SN744_0191_AC04WGACXX_6_ATCACG.tar.gz	UNCID_2200264.a89e4f9e-0dfe-449d-a215-6c770cc5ea55.111129_UNC14-SN744_0191_AC04WGACXX_6_ATCACG.tar.gz
Normal	LUAD_NT26	PE	UNCID_2200193.3b3948f2-e93e-4d89-8611-3cde3b962193.111208_UNC10-SN254_0312_AD0JRVACXX_1_GGCTAC.tar.gz	UNCID_2200193.3b3948f2-e93e-4d89-8611-3cde3b962193.111208_UNC10-SN254_0312_AD0JRVACXX_1_GGCTAC.tar.gz
Normal	LUAD_NT27	PE	UNCID_2200390.d0e9dd65-ec79-4eee-802a-3f5438168136.111129_UNC14-SN744_0193_BD09J3ACXX_2_ATCACG.tar.gz	UNCID_2200390.d0e9dd65-ec79-4eee-802a-3f5438168136.111129_UNC14-SN744_0193_BD09J3ACXX_2_ATCACG.tar.gz
Normal	LUAD_NT28	PE	UNCID_2199629.af24ffd8-4d43-4f7a-ae49-590814d00f39.111206_UNC15-SN850_0153_AD081TACXX_5_TTAGGC.tar.gz	UNCID_2199629.af24ffd8-4d43-4f7a-ae49-590814d00f39.111206_UNC15-SN850_0153_AD081TACXX_5_TTAGGC.tar.gz
Normal	LUAD_NT29	PE	UNCID_2199367.fc4df3f7-2c4b-4a4d-9e5d-faac9e84fde8.111229_UNC15-SN850_0157_AD0MHHACXX_4_TTAGGC.tar.gz	UNCID_2199367.fc4df3f7-2c4b-4a4d-9e5d-faac9e84fde8.111229_UNC15-SN850_0157_AD0MHHACXX_4_TTAGGC.tar.gz
Normal	LUAD_NT3	PE	UNCID_2199941.988e9e29-398e-45af-a4da-b6e7d119b776.111208_UNC10-SN254_0312_AD0JRVACXX_6_ACTTGA.tar.gz	UNCID_2199941.988e9e29-398e-45af-a4da-b6e7d119b776.111208_UNC10-SN254_0312_AD0JRVACXX_6_ACTTGA.tar.gz
Normal	LUAD_NT30	PE	UNCID_2187835.44ffccc3-f2ba-4c7a-bc88-afbf93f63102.120724_UNC11-SN627_0247_AC0Y10ACXX_3_ACTTGA.tar.gz	UNCID_2187835.44ffccc3-f2ba-4c7a-bc88-afbf93f63102.120724_UNC11-SN627_0247_AC0Y10ACXX_3_ACTTGA.tar.gz
Normal	LUAD_NT31	PE	UNCID_2197498.372ec0c3-ab4c-421b-acc4-6fecf473d2fb.120113_UNC14-SN744_0200_AC0F4CACXX_8_TGACCA.tar.gz	UNCID_2197498.372ec0c3-ab4c-421b-acc4-6fecf473d2fb.120113_UNC14-SN744_0200_AC0F4CACXX_8_TGACCA.tar.gz
Normal	LUAD_NT32	PE	UNCID_2200635.190cca34-43f6-4d87-93fc-e36220f1782f.111118_UNC11-SN627_0168_BC059VACXX_2_ATCACG.tar.gz	UNCID_2200635.190cca34-43f6-4d87-93fc-e36220f1782f.111118_UNC11-SN627_0168_BC059VACXX_2_ATCACG.tar.gz
Normal	LUAD_NT33	PE	UNCID_2200018.2f16ddcc-8a98-4734-9878-645ff102fb14.111208_UNC10-SN254_0312_AD0JRVACXX_2_ATCACG.tar.gz	UNCID_2200018.2f16ddcc-8a98-4734-9878-645ff102fb14.111208_UNC10-SN254_0312_AD0JRVACXX_2_ATCACG.tar.gz
Normal	LUAD_NT34	PE	UNCID_2200032.0391cb59-6ceb-4d9a-be02-5d68b4ddafc3.111208_UNC10-SN254_0312_AD0JRVACXX_2_CGATGT.tar.gz	UNCID_2200032.0391cb59-6ceb-4d9a-be02-5d68b4ddafc3.111208_UNC10-SN254_0312_AD0JRVACXX_2_CGATGT.tar.gz
Normal	LUAD_NT35	PE	UNCID_2199377.0b78c265-393c-4e3a-a53e-3ba76556c506.111229_UNC15-SN850_0157_AD0MHHACXX_5_TAGCTT.tar.gz	UNCID_2199377.0b78c265-393c-4e3a-a53e-3ba76556c506.111229_UNC15-SN850_0157_AD0MHHACXX_5_TAGCTT.tar.gz
Normal	LUAD_NT36	PE	UNCID_2200425.e7e90370-f414-4668-910c-c556613be671.111130_UNC10-SN254_0310_BC06BYACXX_4_ATCACG.tar.gz	UNCID_2200425.e7e90370-f414-4668-910c-c556613be671.111130_UNC10-SN254_0310_BC06BYACXX_4_ATCACG.tar.gz
Normal	LUAD_NT37	PE	UNCID_2200031.9aec6b23-f6a0-4400-b72c-d7c3d16293f4.111208_UNC10-SN254_0312_AD0JRVACXX_8_GATCAG.tar.gz	UNCID_2200031.9aec6b23-f6a0-4400-b72c-d7c3d16293f4.111208_UNC10-SN254_0312_AD0JRVACXX_8_GATCAG.tar.gz
Normal	LUAD_NT38	PE	UNCID_2198754.32f582db-018c-4134-9998-79138bf301f2.120104_UNC16-SN851_0120_BD0J72ACXX_2_GCCAAT.tar.gz	UNCID_2198754.32f582db-018c-4134-9998-79138bf301f2.120104_UNC16-SN851_0120_BD0J72ACXX_2_GCCAAT.tar.gz
Normal	LUAD_NT39	PE	UNCID_2199902.1b4bb160-191b-4796-8759-339b11fe386d.111206_UNC15-SN850_0154_BD080PACXX_3_ATCACG.tar.gz	UNCID_2199902.1b4bb160-191b-4796-8759-339b11fe386d.111206_UNC15-SN850_0154_BD080PACXX_3_ATCACG.tar.gz
Normal	LUAD_NT4	PE	UNCID_2199008.de68950c-3885-4bfe-b23e-2d218787ca15.111212_UNC15-SN850_0155_AD087AACXX_2_TTAGGC.tar.gz	UNCID_2199008.de68950c-3885-4bfe-b23e-2d218787ca15.111212_UNC15-SN850_0155_AD087AACXX_2_TTAGGC.tar.gz
Normal	LUAD_NT40	PE	UNCID_2197758.9ae0702d-672e-44c0-b548-25e11c198887.120113_UNC14-SN744_0200_AC0F4CACXX_3_TAGCTT.tar.gz	UNCID_2197758.9ae0702d-672e-44c0-b548-25e11c198887.120113_UNC14-SN744_0200_AC0F4CACXX_3_TAGCTT.tar.gz
Normal	LUAD_NT41	PE	UNCID_2200380.a137e804-ed82-4ad8-b25e-f9dcb71331bb.111129_UNC14-SN744_0193_BD09J3ACXX_8_ATCACG.tar.gz	UNCID_2200380.a137e804-ed82-4ad8-b25e-f9dcb71331bb.111129_UNC14-SN744_0193_BD09J3ACXX_8_ATCACG.tar.gz
Normal	LUAD_NT42	PE	UNCID_2200157.6eb0d705-8faf-476a-8062-afb1f927db99.111129_UNC10-SN254_0309_AD095JACXX_4_TTAGGC.tar.gz	UNCID_2200157.6eb0d705-8faf-476a-8062-afb1f927db99.111129_UNC10-SN254_0309_AD095JACXX_4_TTAGGC.tar.gz
Normal	LUAD_NT43	PE	UNCID_2193403.2170c29a-1256-45eb-b08e-e1192dad3560.120417_UNC13-SN749_0167_BC0T49ACXX_1_ACTTGA.tar.gz	UNCID_2193403.2170c29a-1256-45eb-b08e-e1192dad3560.120417_UNC13-SN749_0167_BC0T49ACXX_1_ACTTGA.tar.gz
Normal	LUAD_NT44	PE	UNCID_2200225.d3402ac8-0188-4fb8-8054-ba3145120952.111129_UNC14-SN744_0191_AC04WGACXX_7_TTAGGC.tar.gz	UNCID_2200225.d3402ac8-0188-4fb8-8054-ba3145120952.111129_UNC14-SN744_0191_AC04WGACXX_7_TTAGGC.tar.gz
Normal	LUAD_NT45	PE	UNCID_2197545.e448d6d2-be85-4164-be3f-fd7e5a0c53ec.120113_UNC14-SN744_0200_AC0F4CACXX_3_TGACCA.tar.gz	UNCID_2197545.e448d6d2-be85-4164-be3f-fd7e5a0c53ec.120113_UNC14-SN744_0200_AC0F4CACXX_3_TGACCA.tar.gz
Normal	LUAD_NT46	PE	UNCID_2196737.b548a64b-0275-4beb-9b67-ce8bad3ccd63.120207_UNC9-SN296_0271_BC0CB8ACXX_5_GCCAAT.tar.gz	UNCID_2196737.b548a64b-0275-4beb-9b67-ce8bad3ccd63.120207_UNC9-SN296_0271_BC0CB8ACXX_5_GCCAAT.tar.gz
Normal	LUAD_NT47	PE	UNCID_2199973.7921e917-f743-4813-8fcf-2145dce93c37.111208_UNC10-SN254_0312_AD0JRVACXX_4_CAGATC.tar.gz	UNCID_2199973.7921e917-f743-4813-8fcf-2145dce93c37.111208_UNC10-SN254_0312_AD0JRVACXX_4_CAGATC.tar.gz
Normal	LUAD_NT48	PE	UNCID_2193266.90a1abbc-6287-48f9-a669-10033380c9db.120417_UNC13-SN749_0166_AC0T47ACXX_1_ACTTGA.tar.gz	UNCID_2193266.90a1abbc-6287-48f9-a669-10033380c9db.120417_UNC13-SN749_0166_AC0T47ACXX_1_ACTTGA.tar.gz
Normal	LUAD_NT49	PE	UNCID_2189014.292dfcd4-8c49-4348-9622-87b52f593ac3.120611_UNC15-SN850_0219_BD120UACXX_1_ATCACG.tar.gz	UNCID_2189014.292dfcd4-8c49-4348-9622-87b52f593ac3.120611_UNC15-SN850_0219_BD120UACXX_1_ATCACG.tar.gz
Normal	LUAD_NT5	PE	UNCID_2200017.488285fc-5482-46b7-b97e-2f5e7330311a.111208_UNC10-SN254_0312_AD0JRVACXX_1_CTTGTA.tar.gz	UNCID_2200017.488285fc-5482-46b7-b97e-2f5e7330311a.111208_UNC10-SN254_0312_AD0JRVACXX_1_CTTGTA.tar.gz
Normal	LUAD_NT50	PE	UNCID_2200684.cafb7a81-9e7a-49c0-8a55-96cb32ad273e.111118_UNC9-SN296_0257_BD09R0ACXX_7_GGCTAC.tar.gz	UNCID_2200684.cafb7a81-9e7a-49c0-8a55-96cb32ad273e.111118_UNC9-SN296_0257_BD09R0ACXX_7_GGCTAC.tar.gz
Normal	LUAD_NT51	PE	UNCID_2197630.6cc31d25-1d4e-4f17-9321-2474befc3232.120113_UNC14-SN744_0200_AC0F4CACXX_5_GGCTAC.tar.gz	UNCID_2197630.6cc31d25-1d4e-4f17-9321-2474befc3232.120113_UNC14-SN744_0200_AC0F4CACXX_5_GGCTAC.tar.gz
Normal	LUAD_NT52	PE	UNCID_2199710.7284cc3a-d5a1-42b1-8b1a-89665c4bc35f.111206_UNC15-SN850_0153_AD081TACXX_2_TTAGGC.tar.gz	UNCID_2199710.7284cc3a-d5a1-42b1-8b1a-89665c4bc35f.111206_UNC15-SN850_0153_AD081TACXX_2_TTAGGC.tar.gz
Normal	LUAD_NT53	PE	UNCID_2197181.81e8d16b-1a9b-4156-a438-07d89807f652.111122_UNC13-SN749_0137_BD098JACXX_2_GGCTAC.tar.gz	UNCID_2197181.81e8d16b-1a9b-4156-a438-07d89807f652.111122_UNC13-SN749_0137_BD098JACXX_2_GGCTAC.tar.gz
Normal	LUAD_NT54	PE	UNCID_2197582.d777ced1-c519-4281-b0c0-9e9188303e87.120113_UNC14-SN744_0200_AC0F4CACXX_5_ACAGTG.tar.gz	UNCID_2197582.d777ced1-c519-4281-b0c0-9e9188303e87.120113_UNC14-SN744_0200_AC0F4CACXX_5_ACAGTG.tar.gz
Normal	LUAD_NT55	PE	UNCID_2187850.90b503db-13ca-4257-bda3-31d4e7bc69b4.120723_UNC10-SN254_0372_AC0T70ACXX_8_TAGCTT.tar.gz	UNCID_2187850.90b503db-13ca-4257-bda3-31d4e7bc69b4.120723_UNC10-SN254_0372_AC0T70ACXX_8_TAGCTT.tar.gz
Normal	LUAD_NT56	PE	UNCID_2187834.ca16fef9-9795-4a33-899f-9bf111ee093e.120723_UNC10-SN254_0372_AC0T70ACXX_7_GATCAG.tar.gz	UNCID_2187834.ca16fef9-9795-4a33-899f-9bf111ee093e.120723_UNC10-SN254_0372_AC0T70ACXX_7_GATCAG.tar.gz
Normal	LUAD_NT57	PE	UNCID_2189092.756942cf-3ba1-456e-8086-57f710247b8e.120625_UNC14-SN744_0243_AD12W2ACXX_6_ACTTGA.tar.gz	UNCID_2189092.756942cf-3ba1-456e-8086-57f710247b8e.120625_UNC14-SN744_0243_AD12W2ACXX_6_ACTTGA.tar.gz
Normal	LUAD_NT6	PE	UNCID_2193890.cc556dfb-6bd4-4d53-a33b-6dae9407d7c4.120417_UNC13-SN749_0166_AC0T47ACXX_7_CAGATC.tar.gz	UNCID_2193890.cc556dfb-6bd4-4d53-a33b-6dae9407d7c4.120417_UNC13-SN749_0166_AC0T47ACXX_7_CAGATC.tar.gz
Normal	LUAD_NT7	PE	UNCID_2199986.c6722ce9-8824-4721-9e95-96e9b0b09066.111208_UNC10-SN254_0312_AD0JRVACXX_3_GATCAG.tar.gz	UNCID_2199986.c6722ce9-8824-4721-9e95-96e9b0b09066.111208_UNC10-SN254_0312_AD0JRVACXX_3_GATCAG.tar.gz
Normal	LUAD_NT8	PE	UNCID_2197175.0569af63-9a1d-4f03-9a67-1269c7973677.111122_UNC13-SN749_0137_BD098JACXX_5_GGCTAC.tar.gz	UNCID_2197175.0569af63-9a1d-4f03-9a67-1269c7973677.111122_UNC13-SN749_0137_BD098JACXX_5_GGCTAC.tar.gz
Normal	LUAD_NT9	PE	UNCID_2200015.4cc61cbe-fa79-499b-9fd5-9b454030154c.111208_UNC10-SN254_0312_AD0JRVACXX_3_TAGCTT.tar.gz	UNCID_2200015.4cc61cbe-fa79-499b-9fd5-9b454030154c.111208_UNC10-SN254_0312_AD0JRVACXX_3_TAGCTT.tar.gz
Tumor	LUAD_TP1	PE	UNCID_2199955.c2711074-5019-4c8f-a5d7-7bf4654f5647.111208_UNC10-SN254_0312_AD0JRVACXX_7_CTTGTA.tar.gz	UNCID_2199955.c2711074-5019-4c8f-a5d7-7bf4654f5647.111208_UNC10-SN254_0312_AD0JRVACXX_7_CTTGTA.tar.gz
Tumor	LUAD_TP10	PE	UNCID_2200421.b4e31dbe-0923-401e-a664-e779914254b8.111130_UNC10-SN254_0310_BC06BYACXX_5_ATCACG.tar.gz	UNCID_2200421.b4e31dbe-0923-401e-a664-e779914254b8.111130_UNC10-SN254_0310_BC06BYACXX_5_ATCACG.tar.gz
Tumor	LUAD_TP100	PE	UNCID_2178346.12922017-4f50-4d3d-9bf9-8d9bf7a3b8d4.130404_UNC12-SN629_0271_AC24VNACXX_6_GGCTAC.tar.gz	UNCID_2178346.12922017-4f50-4d3d-9bf9-8d9bf7a3b8d4.130404_UNC12-SN629_0271_AC24VNACXX_6_GGCTAC.tar.gz
Tumor	LUAD_TP101	PE	UNCID_2178477.fae54004-1d4e-414e-a85e-667fc2cb89b5.130402_UNC11-SN627_0289_AD22HMACXX_8_GATCAG.tar.gz	UNCID_2178477.fae54004-1d4e-414e-a85e-667fc2cb89b5.130402_UNC11-SN627_0289_AD22HMACXX_8_GATCAG.tar.gz
Tumor	LUAD_TP102	PE	UNCID_2178480.ddf657f3-c764-4003-9de5-3384931c711b.130402_UNC11-SN627_0289_AD22HMACXX_8_TGACCA.tar.gz	UNCID_2178480.ddf657f3-c764-4003-9de5-3384931c711b.130402_UNC11-SN627_0289_AD22HMACXX_8_TGACCA.tar.gz
Tumor	LUAD_TP103	PE	UNCID_2178489.a5105fe6-6ba9-4977-a976-49d9a1b6f164.130402_UNC11-SN627_0289_AD22HMACXX_7_ACTGAT.tar.gz	UNCID_2178489.a5105fe6-6ba9-4977-a976-49d9a1b6f164.130402_UNC11-SN627_0289_AD22HMACXX_7_ACTGAT.tar.gz
Tumor	LUAD_TP104	PE	UNCID_2178492.1dd50bb6-84d4-4e07-ba01-802f470b46dd.130402_UNC11-SN627_0289_AD22HMACXX_7_GTTTCG.tar.gz	UNCID_2178492.1dd50bb6-84d4-4e07-ba01-802f470b46dd.130402_UNC11-SN627_0289_AD22HMACXX_7_GTTTCG.tar.gz
Tumor	LUAD_TP105	PE	UNCID_2178496.ba477731-a4c6-4e1c-b44c-1964672a777c.130402_UNC11-SN627_0289_AD22HMACXX_6_GTGAAA.tar.gz	UNCID_2178496.ba477731-a4c6-4e1c-b44c-1964672a777c.130402_UNC11-SN627_0289_AD22HMACXX_6_GTGAAA.tar.gz
Tumor	LUAD_TP106	PE	UNCID_2178497.bf1fd845-aa87-49e7-8bd9-1443d6a3799c.130402_UNC11-SN627_0289_AD22HMACXX_7_GTGGCC.tar.gz	UNCID_2178497.bf1fd845-aa87-49e7-8bd9-1443d6a3799c.130402_UNC11-SN627_0289_AD22HMACXX_7_GTGGCC.tar.gz
Tumor	LUAD_TP107	PE	UNCID_2178503.64f41383-d668-489a-9fe7-f00235015442.130402_UNC11-SN627_0289_AD22HMACXX_6_CCGTCC.tar.gz	UNCID_2178503.64f41383-d668-489a-9fe7-f00235015442.130402_UNC11-SN627_0289_AD22HMACXX_6_CCGTCC.tar.gz
Tumor	LUAD_TP108	PE	UNCID_2178504.ec29675b-7379-44ee-981b-458fe9aca616.130402_UNC11-SN627_0289_AD22HMACXX_5_CGTACG.tar.gz	UNCID_2178504.ec29675b-7379-44ee-981b-458fe9aca616.130402_UNC11-SN627_0289_AD22HMACXX_5_CGTACG.tar.gz
Tumor	LUAD_TP109	PE	UNCID_2178531.c8762ae1-49de-496d-a00f-4cde20bbd3af.130402_UNC11-SN627_0289_AD22HMACXX_5_CAGATC.tar.gz	UNCID_2178531.c8762ae1-49de-496d-a00f-4cde20bbd3af.130402_UNC11-SN627_0289_AD22HMACXX_5_CAGATC.tar.gz
Tumor	LUAD_TP11	PE	UNCID_2200378.d4b90c1d-0d33-4845-bec2-ceedcace2dcb.111129_UNC10-SN254_0309_AD095JACXX_6_TTAGGC.tar.gz	UNCID_2200378.d4b90c1d-0d33-4845-bec2-ceedcace2dcb.111129_UNC10-SN254_0309_AD095JACXX_6_TTAGGC.tar.gz
Tumor	LUAD_TP110	PE	UNCID_2178548.9de618ee-04ff-49da-830a-f82eff981616.130402_UNC11-SN627_0289_AD22HMACXX_5_CTTGTA.tar.gz	UNCID_2178548.9de618ee-04ff-49da-830a-f82eff981616.130402_UNC11-SN627_0289_AD22HMACXX_5_CTTGTA.tar.gz
Tumor	LUAD_TP111	PE	UNCID_2178664.34c74991-850e-4794-9603-a7212905e13b.130402_UNC11-SN627_0290_BC24AVACXX_8_CGATGT.tar.gz	UNCID_2178664.34c74991-850e-4794-9603-a7212905e13b.130402_UNC11-SN627_0290_BC24AVACXX_8_CGATGT.tar.gz
Tumor	LUAD_TP112	PE	UNCID_2178673.25b7445f-2f62-4303-b983-cdde19c12256.130402_UNC11-SN627_0290_BC24AVACXX_8_GAGTGG.tar.gz	UNCID_2178673.25b7445f-2f62-4303-b983-cdde19c12256.130402_UNC11-SN627_0290_BC24AVACXX_8_GAGTGG.tar.gz
Tumor	LUAD_TP113	PE	UNCID_2178692.883fcc6f-4ef3-4c93-872a-a096b87bd85b.130402_UNC11-SN627_0290_BC24AVACXX_5_ACTGAT.tar.gz	UNCID_2178692.883fcc6f-4ef3-4c93-872a-a096b87bd85b.130402_UNC11-SN627_0290_BC24AVACXX_5_ACTGAT.tar.gz
Tumor	LUAD_TP114	PE	UNCID_2178708.2d6005de-b9ad-48ab-bfc9-60995838a002.130402_UNC11-SN627_0290_BC24AVACXX_7_GTCCGC.tar.gz	UNCID_2178708.2d6005de-b9ad-48ab-bfc9-60995838a002.130402_UNC11-SN627_0290_BC24AVACXX_7_GTCCGC.tar.gz
Tumor	LUAD_TP115	PE	UNCID_2178712.46749725-ef75-479b-9af9-1cb898682e1c.130402_UNC11-SN627_0290_BC24AVACXX_4_TAGCTT.tar.gz	UNCID_2178712.46749725-ef75-479b-9af9-1cb898682e1c.130402_UNC11-SN627_0290_BC24AVACXX_4_TAGCTT.tar.gz
Tumor	LUAD_TP116	PE	UNCID_2178713.17a290d7-8577-4d11-8842-86c2f48e1cac.130402_UNC11-SN627_0290_BC24AVACXX_3_ACAGTG.tar.gz	UNCID_2178713.17a290d7-8577-4d11-8842-86c2f48e1cac.130402_UNC11-SN627_0290_BC24AVACXX_3_ACAGTG.tar.gz
Tumor	LUAD_TP117	PE	UNCID_2178716.4f8a59d0-d4e5-4015-9bec-46fccd7d139e.130402_UNC11-SN627_0290_BC24AVACXX_2_CGTACG.tar.gz	UNCID_2178716.4f8a59d0-d4e5-4015-9bec-46fccd7d139e.130402_UNC11-SN627_0290_BC24AVACXX_2_CGTACG.tar.gz
Tumor	LUAD_TP118	PE	UNCID_2178734.ae82fe73-dc4c-403b-af98-1d01ad87e732.130402_UNC11-SN627_0290_BC24AVACXX_4_ATGTCA.tar.gz	UNCID_2178734.ae82fe73-dc4c-403b-af98-1d01ad87e732.130402_UNC11-SN627_0290_BC24AVACXX_4_ATGTCA.tar.gz
Tumor	LUAD_TP119	PE	UNCID_2178766.fc475e1d-25de-46e4-9191-9e5ee16f0371.130402_UNC11-SN627_0290_BC24AVACXX_1_ACTGAT.tar.gz	UNCID_2178766.fc475e1d-25de-46e4-9191-9e5ee16f0371.130402_UNC11-SN627_0290_BC24AVACXX_1_ACTGAT.tar.gz
Tumor	LUAD_TP12	PE	UNCID_2200852.c54cd39c-c7fc-4a0c-9d33-9c1f78c80871.111122_UNC16-SN851_0111_BD09J2ACXX_8_TTAGGC.tar.gz	UNCID_2200852.c54cd39c-c7fc-4a0c-9d33-9c1f78c80871.111122_UNC16-SN851_0111_BD09J2ACXX_8_TTAGGC.tar.gz
Tumor	LUAD_TP120	PE	UNCID_2178769.085abecb-d625-44e2-b699-34f9863a9b28.130402_UNC11-SN627_0290_BC24AVACXX_2_GTGAAA.tar.gz	UNCID_2178769.085abecb-d625-44e2-b699-34f9863a9b28.130402_UNC11-SN627_0290_BC24AVACXX_2_GTGAAA.tar.gz
Tumor	LUAD_TP121	PE	UNCID_2178774.83ca9e67-060b-45ec-9ea9-076a64ae8062.130402_UNC11-SN627_0290_BC24AVACXX_1_GTGGCC.tar.gz	UNCID_2178774.83ca9e67-060b-45ec-9ea9-076a64ae8062.130402_UNC11-SN627_0290_BC24AVACXX_1_GTGGCC.tar.gz
Tumor	LUAD_TP122	PE	UNCID_2179911.af100535-eaf2-49a6-b4bb-5a2b85a2d2c9.130311_UNC12-SN629_0264_AC1WVCACXX_4_TAGCTT.tar.gz	UNCID_2179911.af100535-eaf2-49a6-b4bb-5a2b85a2d2c9.130311_UNC12-SN629_0264_AC1WVCACXX_4_TAGCTT.tar.gz
