Group	Sample	Method	Read1	Read2
Tumor	LUAD_TP386	PE	UNCID_2199920.a017b3e8-6e27-4f0c-aff2-166b73743991.111208_UNC10-SN254_0312_AD0JRVACXX_8_GCCAAT.tar.gz	UNCID_2199920.a017b3e8-6e27-4f0c-aff2-166b73743991.111208_UNC10-SN254_0312_AD0JRVACXX_8_GCCAAT.tar.gz
Tumor	LUAD_TP387	PE	UNCID_2199935.0ddf256d-70a4-4dfc-ade0-1f51a4c115a3.111208_UNC10-SN254_0312_AD0JRVACXX_7_ACAGTG.tar.gz	UNCID_2199935.0ddf256d-70a4-4dfc-ade0-1f51a4c115a3.111208_UNC10-SN254_0312_AD0JRVACXX_7_ACAGTG.tar.gz
Tumor	LUAD_TP388	PE	UNCID_2199964.17a5a6af-dca6-47dc-912a-7ac0c226da89.111206_UNC15-SN850_0154_BD080PACXX_5_GGCTAC.tar.gz	UNCID_2199964.17a5a6af-dca6-47dc-912a-7ac0c226da89.111206_UNC15-SN850_0154_BD080PACXX_5_GGCTAC.tar.gz
Tumor	LUAD_TP389	PE	UNCID_2200016.013f7a4f-eec9-4ba8-8473-6515cdc9be68.111206_UNC15-SN850_0154_BD080PACXX_1_TTAGGC.tar.gz	UNCID_2200016.013f7a4f-eec9-4ba8-8473-6515cdc9be68.111206_UNC15-SN850_0154_BD080PACXX_1_TTAGGC.tar.gz
Tumor	LUAD_TP39	PE	UNCID_2200473.5969b621-a81e-42aa-ac40-4849df285060.111130_UNC10-SN254_0310_BC06BYACXX_2_TTAGGC.tar.gz	UNCID_2200473.5969b621-a81e-42aa-ac40-4849df285060.111130_UNC10-SN254_0310_BC06BYACXX_2_TTAGGC.tar.gz
Tumor	LUAD_TP390	PE	UNCID_2200061.9a6962a2-0a32-44d5-a2bf-c28c5f1a9cd0.111206_UNC15-SN850_0154_BD080PACXX_6_GATCAG.tar.gz	UNCID_2200061.9a6962a2-0a32-44d5-a2bf-c28c5f1a9cd0.111206_UNC15-SN850_0154_BD080PACXX_6_GATCAG.tar.gz
Tumor	LUAD_TP391	PE	UNCID_2200632.e9c07b6c-0a18-44ff-90cd-d39ae6c47fd6.111118_UNC11-SN627_0168_BC059VACXX_3_ATCACG.tar.gz	UNCID_2200632.e9c07b6c-0a18-44ff-90cd-d39ae6c47fd6.111118_UNC11-SN627_0168_BC059VACXX_3_ATCACG.tar.gz
Tumor	LUAD_TP392	PE	UNCID_2200952.bc6c762f-727f-43c8-a4bc-4c41351c7f13.111122_UNC16-SN851_0111_BD09J2ACXX_5_GATCAG.tar.gz	UNCID_2200952.bc6c762f-727f-43c8-a4bc-4c41351c7f13.111122_UNC16-SN851_0111_BD09J2ACXX_5_GATCAG.tar.gz
Tumor	LUAD_TP393	PE	UNCID_2332584.ca010055-253d-4506-a55b-ae36d10805a1.130822_UNC12-SN629_0326_AC2AW0ACXX_5_GCCAAT.tar.gz	UNCID_2332584.ca010055-253d-4506-a55b-ae36d10805a1.130822_UNC12-SN629_0326_AC2AW0ACXX_5_GCCAAT.tar.gz
Tumor	LUAD_TP394	PE	UNCID_2332923.67ae72cb-fde7-4c65-842a-c52a9c762ad6.130718_UNC12-SN629_0322_BC2E7JACXX_6_GCCAAT.tar.gz	UNCID_2332923.67ae72cb-fde7-4c65-842a-c52a9c762ad6.130718_UNC12-SN629_0322_BC2E7JACXX_6_GCCAAT.tar.gz
Tumor	LUAD_TP395	PE	UNCID_2333368.1a95972b-00b5-47df-931d-9a7630d568bc.130718_UNC12-SN629_0322_BC2E7JACXX_4_ATCACG.tar.gz	UNCID_2333368.1a95972b-00b5-47df-931d-9a7630d568bc.130718_UNC12-SN629_0322_BC2E7JACXX_4_ATCACG.tar.gz
Tumor	LUAD_TP396	PE	UNCID_2333462.53ab4f3b-dfd6-4a25-88c1-6e9295a338e4.130718_UNC12-SN629_0322_BC2E7JACXX_2_GAGTGG.tar.gz	UNCID_2333462.53ab4f3b-dfd6-4a25-88c1-6e9295a338e4.130718_UNC12-SN629_0322_BC2E7JACXX_2_GAGTGG.tar.gz
Tumor	LUAD_TP397	PE	UNCID_2333463.42d6cbaf-c79c-4189-a25c-8e439d73daf1.130718_UNC12-SN629_0322_BC2E7JACXX_1_GTGGCC.tar.gz	UNCID_2333463.42d6cbaf-c79c-4189-a25c-8e439d73daf1.130718_UNC12-SN629_0322_BC2E7JACXX_1_GTGGCC.tar.gz
Tumor	LUAD_TP398	PE	UNCID_2337798.e6e89f3d-6c2b-46b3-9698-3d0ef5cbaed9.130702_UNC12-SN629_0317_AD29BFACXX_6_CTTGTA.tar.gz	UNCID_2337798.e6e89f3d-6c2b-46b3-9698-3d0ef5cbaed9.130702_UNC12-SN629_0317_AD29BFACXX_6_CTTGTA.tar.gz
Tumor	LUAD_TP399	PE	UNCID_2337802.95544425-6012-4385-a6d1-1662cb992d8b.130702_UNC12-SN629_0317_AD29BFACXX_4_CAGATC.tar.gz	UNCID_2337802.95544425-6012-4385-a6d1-1662cb992d8b.130702_UNC12-SN629_0317_AD29BFACXX_4_CAGATC.tar.gz
Tumor	LUAD_TP4	PE	UNCID_2200284.8ccc7a37-a9a4-4d77-9126-c8513c20bb29.111208_UNC10-SN254_0313_BD087RACXX_8_TTAGGC.tar.gz	UNCID_2200284.8ccc7a37-a9a4-4d77-9126-c8513c20bb29.111208_UNC10-SN254_0313_BD087RACXX_8_TTAGGC.tar.gz
Tumor	LUAD_TP40	PE	UNCID_2200047.7ee4963f-9682-46b1-8946-4c726fd81c39.111208_UNC10-SN254_0312_AD0JRVACXX_5_TTAGGC.tar.gz	UNCID_2200047.7ee4963f-9682-46b1-8946-4c726fd81c39.111208_UNC10-SN254_0312_AD0JRVACXX_5_TTAGGC.tar.gz
Tumor	LUAD_TP400	PE	UNCID_2337805.a6c864ab-812c-4f4c-be39-7a38a6fc7973.130702_UNC12-SN629_0317_AD29BFACXX_3_GCCAAT.tar.gz	UNCID_2337805.a6c864ab-812c-4f4c-be39-7a38a6fc7973.130702_UNC12-SN629_0317_AD29BFACXX_3_GCCAAT.tar.gz
Tumor	LUAD_TP401	PE	UNCID_2337858.424af09f-832e-46ee-967d-d4113f0078b6.130702_UNC12-SN629_0317_AD29BFACXX_1_CGATGT.tar.gz	UNCID_2337858.424af09f-832e-46ee-967d-d4113f0078b6.130702_UNC12-SN629_0317_AD29BFACXX_1_CGATGT.tar.gz
Tumor	LUAD_TP402	PE	UNCID_2339214.5dbb154c-dc6b-4217-afb2-e6339171bad3.130702_UNC12-SN629_0318_BC25TVACXX_1_CGTACG.tar.gz	UNCID_2339214.5dbb154c-dc6b-4217-afb2-e6339171bad3.130702_UNC12-SN629_0318_BC25TVACXX_1_CGTACG.tar.gz
Tumor	LUAD_TP41	PE	UNCID_2200373.c1796b57-c5e4-45dd-931d-bf533dcb9e1a.111129_UNC14-SN744_0193_BD09J3ACXX_4_ATCACG.tar.gz	UNCID_2200373.c1796b57-c5e4-45dd-931d-bf533dcb9e1a.111129_UNC14-SN744_0193_BD09J3ACXX_4_ATCACG.tar.gz
Tumor	LUAD_TP42	PE	UNCID_2200377.93f3f561-056a-4036-afcf-4662b45e6965.111129_UNC10-SN254_0309_AD095JACXX_3_TTAGGC.tar.gz	UNCID_2200377.93f3f561-056a-4036-afcf-4662b45e6965.111129_UNC10-SN254_0309_AD095JACXX_3_TTAGGC.tar.gz
Tumor	LUAD_TP43	PE	UNCID_2200134.4c5c1c05-b9d1-4073-9d91-5c4e552928ae.111208_UNC10-SN254_0313_BD087RACXX_2_GATCAG.tar.gz	UNCID_2200134.4c5c1c05-b9d1-4073-9d91-5c4e552928ae.111208_UNC10-SN254_0313_BD087RACXX_2_GATCAG.tar.gz
Tumor	LUAD_TP44	PE	UNCID_2200259.aae03245-71cc-4081-87b6-925f96bee9ef.111129_UNC14-SN744_0191_AC04WGACXX_5_ATCACG.tar.gz	UNCID_2200259.aae03245-71cc-4081-87b6-925f96bee9ef.111129_UNC14-SN744_0191_AC04WGACXX_5_ATCACG.tar.gz
Tumor	LUAD_TP45	PE	UNCID_2198734.13e20aec-d506-4fa0-a6e1-121e76dcedc4.120104_UNC16-SN851_0120_BD0J72ACXX_4_CTTGTA.tar.gz	UNCID_2198734.13e20aec-d506-4fa0-a6e1-121e76dcedc4.120104_UNC16-SN851_0120_BD0J72ACXX_4_CTTGTA.tar.gz
Tumor	LUAD_TP46	PE	UNCID_2333461.0ff4e605-24f6-4b88-8176-37085d189cc9.130718_UNC12-SN629_0322_BC2E7JACXX_2_CGTACG.tar.gz	UNCID_2333461.0ff4e605-24f6-4b88-8176-37085d189cc9.130718_UNC12-SN629_0322_BC2E7JACXX_2_CGTACG.tar.gz
Tumor	LUAD_TP47	PE	UNCID_2198578.a4c1e9e8-a335-47b0-afc6-c2b490da4e58.120113_UNC14-SN744_0200_AC0F4CACXX_2_GCCAAT.tar.gz	UNCID_2198578.a4c1e9e8-a335-47b0-afc6-c2b490da4e58.120113_UNC14-SN744_0200_AC0F4CACXX_2_GCCAAT.tar.gz
Tumor	LUAD_TP48	PE	UNCID_2198213.ca296fb4-2d1e-4ce9-acc8-81bd4cd11e58.111122_UNC13-SN749_0136_AC050YACXX_1_GATCAG.tar.gz	UNCID_2198213.ca296fb4-2d1e-4ce9-acc8-81bd4cd11e58.111122_UNC13-SN749_0136_AC050YACXX_1_GATCAG.tar.gz
Tumor	LUAD_TP49	PE	UNCID_2199837.860fa33f-75d9-480d-92e7-2a5a45b35433.111206_UNC15-SN850_0154_BD080PACXX_6_ATCACG.tar.gz	UNCID_2199837.860fa33f-75d9-480d-92e7-2a5a45b35433.111206_UNC15-SN850_0154_BD080PACXX_6_ATCACG.tar.gz
Tumor	LUAD_TP5	PE	UNCID_2200573.c18d4714-5af9-4370-8b6d-f86b0c43b285.111118_UNC11-SN627_0168_BC059VACXX_7_ATCACG.tar.gz	UNCID_2200573.c18d4714-5af9-4370-8b6d-f86b0c43b285.111118_UNC11-SN627_0168_BC059VACXX_7_ATCACG.tar.gz
Tumor	LUAD_TP50	PE	UNCID_2200662.b4bbc93a-5460-476d-a663-61299fddfab2.111118_UNC9-SN296_0257_BD09R0ACXX_8_GGCTAC.tar.gz	UNCID_2200662.b4bbc93a-5460-476d-a663-61299fddfab2.111118_UNC9-SN296_0257_BD09R0ACXX_8_GGCTAC.tar.gz
Tumor	LUAD_TP51	PE	UNCID_2199954.fc852193-d692-4a36-83bd-30f49df5f973.111208_UNC10-SN254_0312_AD0JRVACXX_6_TGACCA.tar.gz	UNCID_2199954.fc852193-d692-4a36-83bd-30f49df5f973.111208_UNC10-SN254_0312_AD0JRVACXX_6_TGACCA.tar.gz
Tumor	LUAD_TP52	PE	UNCID_2200614.80032260-febc-4069-9897-e36cf1118e68.111118_UNC11-SN627_0168_BC059VACXX_7_TTAGGC.tar.gz	UNCID_2200614.80032260-febc-4069-9897-e36cf1118e68.111118_UNC11-SN627_0168_BC059VACXX_7_TTAGGC.tar.gz
Tumor	LUAD_TP53	PE	UNCID_2197320.3bb181ee-960f-488b-b04b-c2acb7cfb127.111122_UNC13-SN749_0136_AC050YACXX_7_GGCTAC.tar.gz	UNCID_2197320.3bb181ee-960f-488b-b04b-c2acb7cfb127.111122_UNC13-SN749_0136_AC050YACXX_7_GGCTAC.tar.gz
Tumor	LUAD_TP54	PE	UNCID_2198771.bf920e10-514e-4623-b92e-c83a3e32485f.120104_UNC16-SN851_0120_BD0J72ACXX_1_ATCACG.tar.gz	UNCID_2198771.bf920e10-514e-4623-b92e-c83a3e32485f.120104_UNC16-SN851_0120_BD0J72ACXX_1_ATCACG.tar.gz
Tumor	LUAD_TP55	PE	UNCID_2206635.847f00ce-5f09-4e12-90c5-ebdf7612d707.111003_UNC9-SN296_0247_BB01WJABXX_3_ACTTGA.tar.gz	UNCID_2206635.847f00ce-5f09-4e12-90c5-ebdf7612d707.111003_UNC9-SN296_0247_BB01WJABXX_3_ACTTGA.tar.gz
Tumor	LUAD_TP56	PE	UNCID_2187838.e1a6b655-0a09-4a79-b86b-8ff65b2bbceb.120723_UNC10-SN254_0372_AC0T70ACXX_6_GGCTAC.tar.gz	UNCID_2187838.e1a6b655-0a09-4a79-b86b-8ff65b2bbceb.120723_UNC10-SN254_0372_AC0T70ACXX_6_GGCTAC.tar.gz
Tumor	LUAD_TP57	PE	UNCID_2333417.6abdede0-96f9-4739-a623-376c783a56ae.130718_UNC12-SN629_0322_BC2E7JACXX_3_ATTCCT.tar.gz	UNCID_2333417.6abdede0-96f9-4739-a623-376c783a56ae.130718_UNC12-SN629_0322_BC2E7JACXX_3_ATTCCT.tar.gz
Tumor	LUAD_TP58	PE	UNCID_2168079.d0979d89-4efa-4e30-8510-8aa96a7c2f3d.130620_UNC15-SN850_0314_BD2AC0ACXX_8_GCCAAT.tar.gz	UNCID_2168079.d0979d89-4efa-4e30-8510-8aa96a7c2f3d.130620_UNC15-SN850_0314_BD2AC0ACXX_8_GCCAAT.tar.gz
Tumor	LUAD_TP59	PE	UNCID_2168080.768f6ac0-d742-4dda-a695-c75070a5511a.130620_UNC15-SN850_0314_BD2AC0ACXX_7_CAGATC.tar.gz	UNCID_2168080.768f6ac0-d742-4dda-a695-c75070a5511a.130620_UNC15-SN850_0314_BD2AC0ACXX_7_CAGATC.tar.gz
Tumor	LUAD_TP6	PE	UNCID_2188026.bc6c762f-727f-43c8-a4bc-4c41351c7f13.120724_UNC11-SN627_0247_AC0Y10ACXX_2_GATCAG.tar.gz	UNCID_2188026.bc6c762f-727f-43c8-a4bc-4c41351c7f13.120724_UNC11-SN627_0247_AC0Y10ACXX_2_GATCAG.tar.gz
Tumor	LUAD_TP60	PE	UNCID_2168081.439804ec-6110-4628-b3ea-fa807c346846.130620_UNC15-SN850_0314_BD2AC0ACXX_7_ACAGTG.tar.gz	UNCID_2168081.439804ec-6110-4628-b3ea-fa807c346846.130620_UNC15-SN850_0314_BD2AC0ACXX_7_ACAGTG.tar.gz
Tumor	LUAD_TP61	PE	UNCID_2168118.99268491-1400-4982-8aa4-7b8c3c815727.130620_UNC15-SN850_0314_BD2AC0ACXX_6_AGTCAA.tar.gz	UNCID_2168118.99268491-1400-4982-8aa4-7b8c3c815727.130620_UNC15-SN850_0314_BD2AC0ACXX_6_AGTCAA.tar.gz
Tumor	LUAD_TP62	PE	UNCID_2168982.a3b81644-c1b8-4d12-b6f8-6160533758cc.130621_UNC14-SN744_0352_BC253TACXX_4_CTTGTA.tar.gz	UNCID_2168982.a3b81644-c1b8-4d12-b6f8-6160533758cc.130621_UNC14-SN744_0352_BC253TACXX_4_CTTGTA.tar.gz
Tumor	LUAD_TP63	PE	UNCID_2169053.439820e6-1011-461e-8002-5af1470a7827.130620_UNC15-SN850_0314_BD2AC0ACXX_8_AGTTCC.tar.gz	UNCID_2169053.439820e6-1011-461e-8002-5af1470a7827.130620_UNC15-SN850_0314_BD2AC0ACXX_8_AGTTCC.tar.gz
Tumor	LUAD_TP64	PE	UNCID_2169054.ca04916e-5edc-4481-81d0-b0cc56925005.130620_UNC15-SN850_0314_BD2AC0ACXX_7_CGATGT.tar.gz	UNCID_2169054.ca04916e-5edc-4481-81d0-b0cc56925005.130620_UNC15-SN850_0314_BD2AC0ACXX_7_CGATGT.tar.gz
Tumor	LUAD_TP65	PE	UNCID_2173179.f2510b83-536a-4d29-bca7-ff3ca3ca9e44.130501_UNC10-SN254_0458_AD24E0ACXX_8_GTTTCG.tar.gz	UNCID_2173179.f2510b83-536a-4d29-bca7-ff3ca3ca9e44.130501_UNC10-SN254_0458_AD24E0ACXX_8_GTTTCG.tar.gz
Tumor	LUAD_TP66	PE	UNCID_2173204.38534c34-666f-4319-86b8-8243ab76cb40.130501_UNC10-SN254_0458_AD24E0ACXX_8_GTGGCC.tar.gz	UNCID_2173204.38534c34-666f-4319-86b8-8243ab76cb40.130501_UNC10-SN254_0458_AD24E0ACXX_8_GTGGCC.tar.gz
Tumor	LUAD_TP67	PE	UNCID_2173207.00481f66-1aad-4885-9162-bf802b1ed7f5.130501_UNC10-SN254_0458_AD24E0ACXX_8_GATCAG.tar.gz	UNCID_2173207.00481f66-1aad-4885-9162-bf802b1ed7f5.130501_UNC10-SN254_0458_AD24E0ACXX_8_GATCAG.tar.gz
Tumor	LUAD_TP68	PE	UNCID_2173210.da2c0992-74c0-4380-8c6c-c9ffa73767f6.130501_UNC10-SN254_0458_AD24E0ACXX_7_GGCTAC.tar.gz	UNCID_2173210.da2c0992-74c0-4380-8c6c-c9ffa73767f6.130501_UNC10-SN254_0458_AD24E0ACXX_7_GGCTAC.tar.gz
Tumor	LUAD_TP69	PE	UNCID_2173235.2ea1224b-66aa-48a4-a605-4d1262e84303.130501_UNC10-SN254_0458_AD24E0ACXX_7_TAGCTT.tar.gz	UNCID_2173235.2ea1224b-66aa-48a4-a605-4d1262e84303.130501_UNC10-SN254_0458_AD24E0ACXX_7_TAGCTT.tar.gz
Tumor	LUAD_TP7	PE	UNCID_2199777.bf999d4c-d1e6-4e8b-8aa3-becb7b734037.111206_UNC15-SN850_0153_AD081TACXX_5_ATCACG.tar.gz	UNCID_2199777.bf999d4c-d1e6-4e8b-8aa3-becb7b734037.111206_UNC15-SN850_0153_AD081TACXX_5_ATCACG.tar.gz
Tumor	LUAD_TP70	PE	UNCID_2173240.fc674e5c-f387-421e-9dc8-04272b876858.130501_UNC10-SN254_0458_AD24E0ACXX_7_GATCAG.tar.gz	UNCID_2173240.fc674e5c-f387-421e-9dc8-04272b876858.130501_UNC10-SN254_0458_AD24E0ACXX_7_GATCAG.tar.gz
Tumor	LUAD_TP71	PE	UNCID_2173246.f7301b53-0d6b-47ea-a7c4-6191ed59d3cb.130501_UNC10-SN254_0458_AD24E0ACXX_6_ATCACG.tar.gz	UNCID_2173246.f7301b53-0d6b-47ea-a7c4-6191ed59d3cb.130501_UNC10-SN254_0458_AD24E0ACXX_6_ATCACG.tar.gz
Tumor	LUAD_TP72	PE	UNCID_2173261.b695df40-ae14-490c-9d67-acda17494a35.130501_UNC10-SN254_0458_AD24E0ACXX_6_TTAGGC.tar.gz	UNCID_2173261.b695df40-ae14-490c-9d67-acda17494a35.130501_UNC10-SN254_0458_AD24E0ACXX_6_TTAGGC.tar.gz
Tumor	LUAD_TP73	PE	UNCID_2173267.27a878b3-d7eb-49e3-9e1f-a12fcc33d67d.130501_UNC10-SN254_0458_AD24E0ACXX_5_GTTTCG.tar.gz	UNCID_2173267.27a878b3-d7eb-49e3-9e1f-a12fcc33d67d.130501_UNC10-SN254_0458_AD24E0ACXX_5_GTTTCG.tar.gz
Tumor	LUAD_TP74	PE	UNCID_2173270.0d7719a9-58ac-4c27-99d3-0a6321c03ef6.130501_UNC10-SN254_0458_AD24E0ACXX_5_GGCTAC.tar.gz	UNCID_2173270.0d7719a9-58ac-4c27-99d3-0a6321c03ef6.130501_UNC10-SN254_0458_AD24E0ACXX_5_GGCTAC.tar.gz
Tumor	LUAD_TP75	PE	UNCID_2173285.6b636016-1b27-4977-8632-85ce773f7db9.130501_UNC10-SN254_0458_AD24E0ACXX_5_GTGGCC.tar.gz	UNCID_2173285.6b636016-1b27-4977-8632-85ce773f7db9.130501_UNC10-SN254_0458_AD24E0ACXX_5_GTGGCC.tar.gz
Tumor	LUAD_TP76	PE	UNCID_2173290.38843819-bf57-4c30-ae2f-408653860739.130501_UNC10-SN254_0458_AD24E0ACXX_4_TAGCTT.tar.gz	UNCID_2173290.38843819-bf57-4c30-ae2f-408653860739.130501_UNC10-SN254_0458_AD24E0ACXX_4_TAGCTT.tar.gz
Tumor	LUAD_TP77	PE	UNCID_2174490.704d2001-9501-4426-b751-af5fc74a6378.130424_UNC11-SN627_0294_BC236MACXX_8_TAGCTT.tar.gz	UNCID_2174490.704d2001-9501-4426-b751-af5fc74a6378.130424_UNC11-SN627_0294_BC236MACXX_8_TAGCTT.tar.gz
Tumor	LUAD_TP78	PE	UNCID_2174672.a117b181-a01e-49a7-a82b-13f4a385dd45.130424_UNC11-SN627_0294_BC236MACXX_8_GATCAG.tar.gz	UNCID_2174672.a117b181-a01e-49a7-a82b-13f4a385dd45.130424_UNC11-SN627_0294_BC236MACXX_8_GATCAG.tar.gz
Tumor	LUAD_TP79	PE	UNCID_2176395.39408ce7-3fca-4e7e-8016-e8586b7bafad.130416_UNC13-SN749_0247_BC22KAACXX_7_TTAGGC.tar.gz	UNCID_2176395.39408ce7-3fca-4e7e-8016-e8586b7bafad.130416_UNC13-SN749_0247_BC22KAACXX_7_TTAGGC.tar.gz
Tumor	LUAD_TP8	PE	UNCID_2197176.3cafb1e5-9de0-4ced-8b87-d2299a207b97.111122_UNC13-SN749_0137_BD098JACXX_4_GGCTAC.tar.gz	UNCID_2197176.3cafb1e5-9de0-4ced-8b87-d2299a207b97.111122_UNC13-SN749_0137_BD098JACXX_4_GGCTAC.tar.gz
Tumor	LUAD_TP80	PE	UNCID_2176465.038898c8-e2f3-4bd9-9b8e-da45b86ea2ea.130416_UNC13-SN749_0247_BC22KAACXX_7_ACTTGA.tar.gz	UNCID_2176465.038898c8-e2f3-4bd9-9b8e-da45b86ea2ea.130416_UNC13-SN749_0247_BC22KAACXX_7_ACTTGA.tar.gz
Tumor	LUAD_TP81	PE	UNCID_2176517.a9b0abf6-d818-4aa0-a1bc-3e3c1cf2ff59.130416_UNC13-SN749_0247_BC22KAACXX_6_ATCACG.tar.gz	UNCID_2176517.a9b0abf6-d818-4aa0-a1bc-3e3c1cf2ff59.130416_UNC13-SN749_0247_BC22KAACXX_6_ATCACG.tar.gz
Tumor	LUAD_TP82	PE	UNCID_2176548.dc3f6cbd-8bf0-4b8e-bce8-eada0768499d.130416_UNC13-SN749_0247_BC22KAACXX_6_GTGGCC.tar.gz	UNCID_2176548.dc3f6cbd-8bf0-4b8e-bce8-eada0768499d.130416_UNC13-SN749_0247_BC22KAACXX_6_GTGGCC.tar.gz
Tumor	LUAD_TP83	PE	UNCID_2176580.cb8f5c13-0ae8-4ec2-9249-3322ff220fff.130416_UNC13-SN749_0247_BC22KAACXX_6_GTTTCG.tar.gz	UNCID_2176580.cb8f5c13-0ae8-4ec2-9249-3322ff220fff.130416_UNC13-SN749_0247_BC22KAACXX_6_GTTTCG.tar.gz
Tumor	LUAD_TP84	PE	UNCID_2176585.da823ce3-fb4c-4626-824d-deef668836cf.130416_UNC13-SN749_0247_BC22KAACXX_5_GGCTAC.tar.gz	UNCID_2176585.da823ce3-fb4c-4626-824d-deef668836cf.130416_UNC13-SN749_0247_BC22KAACXX_5_GGCTAC.tar.gz
Tumor	LUAD_TP85	PE	UNCID_2176592.91128d24-c61a-47cf-938b-00ff80e4d0e7.130416_UNC13-SN749_0247_BC22KAACXX_5_TAGCTT.tar.gz	UNCID_2176592.91128d24-c61a-47cf-938b-00ff80e4d0e7.130416_UNC13-SN749_0247_BC22KAACXX_5_TAGCTT.tar.gz
Tumor	LUAD_TP86	PE	UNCID_2176594.7d313d92-13f0-49f2-bff6-20e4fdd09337.130416_UNC13-SN749_0247_BC22KAACXX_5_GATCAG.tar.gz	UNCID_2176594.7d313d92-13f0-49f2-bff6-20e4fdd09337.130416_UNC13-SN749_0247_BC22KAACXX_5_GATCAG.tar.gz
Tumor	LUAD_TP87	PE	UNCID_2176599.993626ac-469c-4d9d-8278-63fda45598c0.130416_UNC13-SN749_0247_BC22KAACXX_4_ATCACG.tar.gz	UNCID_2176599.993626ac-469c-4d9d-8278-63fda45598c0.130416_UNC13-SN749_0247_BC22KAACXX_4_ATCACG.tar.gz
Tumor	LUAD_TP88	PE	UNCID_2176608.7c22c18e-b357-4f5d-a3c0-d947d9b95c15.130416_UNC13-SN749_0247_BC22KAACXX_4_ACTTGA.tar.gz	UNCID_2176608.7c22c18e-b357-4f5d-a3c0-d947d9b95c15.130416_UNC13-SN749_0247_BC22KAACXX_4_ACTTGA.tar.gz
Tumor	LUAD_TP89	PE	UNCID_2176616.51705e9c-8423-4eb8-8839-09206d4d115b.130416_UNC13-SN749_0247_BC22KAACXX_4_TTAGGC.tar.gz	UNCID_2176616.51705e9c-8423-4eb8-8839-09206d4d115b.130416_UNC13-SN749_0247_BC22KAACXX_4_TTAGGC.tar.gz
Tumor	LUAD_TP9	PE	UNCID_2200594.e2a7336c-5262-433a-ad52-8834eaee2e1e.111118_UNC11-SN627_0168_BC059VACXX_5_TTAGGC.tar.gz	UNCID_2200594.e2a7336c-5262-433a-ad52-8834eaee2e1e.111118_UNC11-SN627_0168_BC059VACXX_5_TTAGGC.tar.gz
Tumor	LUAD_TP90	PE	UNCID_2176626.b31f6ff5-bd06-43d7-966e-426b787222e8.130416_UNC13-SN749_0247_BC22KAACXX_3_GTTTCG.tar.gz	UNCID_2176626.b31f6ff5-bd06-43d7-966e-426b787222e8.130416_UNC13-SN749_0247_BC22KAACXX_3_GTTTCG.tar.gz
Tumor	LUAD_TP91	PE	UNCID_2176630.fe82fe98-0116-4657-acb0-36b2093fb639.130416_UNC13-SN749_0247_BC22KAACXX_3_GTGGCC.tar.gz	UNCID_2176630.fe82fe98-0116-4657-acb0-36b2093fb639.130416_UNC13-SN749_0247_BC22KAACXX_3_GTGGCC.tar.gz
Tumor	LUAD_TP92	PE	UNCID_2176647.b30fef8e-9736-4f6d-9547-cfd9163ebbb9.130416_UNC13-SN749_0247_BC22KAACXX_2_TAGCTT.tar.gz	UNCID_2176647.b30fef8e-9736-4f6d-9547-cfd9163ebbb9.130416_UNC13-SN749_0247_BC22KAACXX_2_TAGCTT.tar.gz
Tumor	LUAD_TP93	PE	UNCID_2176653.3a401a11-c977-45b6-9900-87c6adb7dc09.130416_UNC13-SN749_0247_BC22KAACXX_3_GGCTAC.tar.gz	UNCID_2176653.3a401a11-c977-45b6-9900-87c6adb7dc09.130416_UNC13-SN749_0247_BC22KAACXX_3_GGCTAC.tar.gz
Tumor	LUAD_TP94	PE	UNCID_2176659.5e532c06-5ffc-4f37-9792-2ce23146d15e.130416_UNC13-SN749_0247_BC22KAACXX_2_GATCAG.tar.gz	UNCID_2176659.5e532c06-5ffc-4f37-9792-2ce23146d15e.130416_UNC13-SN749_0247_BC22KAACXX_2_GATCAG.tar.gz
Tumor	LUAD_TP95	PE	UNCID_2176684.6499ffb8-c649-4881-8ca1-95d84842083b.130416_UNC13-SN749_0247_BC22KAACXX_2_ACTTGA.tar.gz	UNCID_2176684.6499ffb8-c649-4881-8ca1-95d84842083b.130416_UNC13-SN749_0247_BC22KAACXX_2_ACTTGA.tar.gz
Tumor	LUAD_TP96	PE	UNCID_2176698.89b3869c-aacb-4882-8aa0-4d9058cf5625.130416_UNC13-SN749_0247_BC22KAACXX_1_GTTTCG.tar.gz	UNCID_2176698.89b3869c-aacb-4882-8aa0-4d9058cf5625.130416_UNC13-SN749_0247_BC22KAACXX_1_GTTTCG.tar.gz
Tumor	LUAD_TP97	PE	UNCID_2176700.465ce132-c1f4-490f-b1f1-46300fde4441.130416_UNC13-SN749_0247_BC22KAACXX_1_TTAGGC.tar.gz	UNCID_2176700.465ce132-c1f4-490f-b1f1-46300fde4441.130416_UNC13-SN749_0247_BC22KAACXX_1_TTAGGC.tar.gz
Tumor	LUAD_TP98	PE	UNCID_2176710.5f83fb8f-01d8-4deb-89d1-2fe9fb69255e.130416_UNC13-SN749_0247_BC22KAACXX_1_ATCACG.tar.gz	UNCID_2176710.5f83fb8f-01d8-4deb-89d1-2fe9fb69255e.130416_UNC13-SN749_0247_BC22KAACXX_1_ATCACG.tar.gz
